Load_1,Load_2,Load_3,Load_4,Load_5,Load_6,Load_7,Load_8
0.225475842,0.149442379,0.6380745,0.336512931,0.429035718,0.149442379,0.642810919,0.486326681
0.218887262,0.145724907,0.63379734,0.331792703,0.423738178,0.145724907,0.64324129,0.475240207
0.212298682,0.142007435,0.631075511,0.326974137,0.418895642,0.142007435,0.643673232,0.466371027
0.207174231,0.139033457,0.628820282,0.323138952,0.415613117,0.139033457,0.644103603,0.459719143
0.202781845,0.138289963,0.628664748,0.318222047,0.412265592,0.138289963,0.644815129,0.458240946
0.199121523,0.136802974,0.628120383,0.315075229,0.410348078,0.136802974,0.645096284,0.451589061
0.195461201,0.134572491,0.62570962,0.313305143,0.409178069,0.134572491,0.644928219,0.448632668
0.191068814,0.132342007,0.624543122,0.313796834,0.410088076,0.132342007,0.644309364,0.444937177
0.187408492,0.130111524,0.622676724,0.314878552,0.411160584,0.130111524,0.643136054,0.44345898
0.184480234,0.128624535,0.621276927,0.314583538,0.410770581,0.128624535,0.642433952,0.438285292
0.182284041,0.127137546,0.620499261,0.314386862,0.410120576,0.127137546,0.641926617,0.431633407
0.180819912,0.125650558,0.619099463,0.3144852,0.409503071,0.125650558,0.64161719,0.430894309
0.180087848,0.124907063,0.618477331,0.315468581,0.409958075,0.124907063,0.641386297,0.41759054
0.178623719,0.124163569,0.616999767,0.315763595,0.409535572,0.124163569,0.641200955,0.413895048
0.177891654,0.12267658,0.614977837,0.316058609,0.408918067,0.12267658,0.641191531,0.410938655
0.176427526,0.121189591,0.611245042,0.317533681,0.408755566,0.121189591,0.641359595,0.409460458
0.17715959,0.118959108,0.605101485,0.321860557,0.411030583,0.118959108,0.641659599,0.410938655
0.175695461,0.118215613,0.602535189,0.323925656,0.411193084,0.118215613,0.641906198,0.409460458
0.175695461,0.118215613,0.603468388,0.325892418,0.411453086,0.118215613,0.642212484,0.411677753
0.176427526,0.119702602,0.605101485,0.328547546,0.412460593,0.119702602,0.642576886,0.411677753
0.180819912,0.126394052,0.610778443,0.337692988,0.416360623,0.126394052,0.642595734,0.410938655
0.181551977,0.12936803,0.612722607,0.341921526,0.417920634,0.12936803,0.64319574,0.416112343
0.183016105,0.132342007,0.615444436,0.342708231,0.420650655,0.132342007,0.644439732,0.416851441
0.18374817,0.135315985,0.617388599,0.342806569,0.42536319,0.135315985,0.64632614,0.41759054
0.178623719,0.135315985,0.620421495,0.343396598,0.438070786,0.135315985,0.649247636,0.412416851
0.180819912,0.139776952,0.621821292,0.340249779,0.439760798,0.139776952,0.651127761,0.414634146
0.183016105,0.143494424,0.621121394,0.33710296,0.438785791,0.143494424,0.652340339,0.422025129
0.19033675,0.149442379,0.620343728,0.333562789,0.436185771,0.149442379,0.652885371,0.442719882
0.197657394,0.152416357,0.631231044,0.346740092,0.4532809,0.152416357,0.65308799,0.466371027
0.203513909,0.156133829,0.628742515,0.343396598,0.444180831,0.156133829,0.653251343,0.488543976
0.206442167,0.156133829,0.621665759,0.340839807,0.431278235,0.156133829,0.652937204,0.515890613
0.211566618,0.156877323,0.615833269,0.34123316,0.420260652,0.156877323,0.652144002,0.540280857
0.219619327,0.160594796,0.614511237,0.350378602,0.415548117,0.160594796,0.650356548,0.564671101
0.225475842,0.163568773,0.611867175,0.355000492,0.4133381,0.163568773,0.649693714,0.58684405
0.232064422,0.165799257,0.610234077,0.35765562,0.408138061,0.165799257,0.649890051,0.589800443
0.238653001,0.16802974,0.607123416,0.359229029,0.402483019,0.16802974,0.650950272,0.593495935
0.251830161,0.172490706,0.605412552,0.360900777,0.405570542,0.172490706,0.652400025,0.581670362
0.260614934,0.176208178,0.602457423,0.362867539,0.401118008,0.176208178,0.653978576,0.585365854
0.267203514,0.181412639,0.600746559,0.366506048,0.397087978,0.181412639,0.656251374,0.583148559
0.269399707,0.185130112,0.599346761,0.373488052,0.39461796,0.185130112,0.659218421,0.581670362
0.267935578,0.192565056,0.598646862,0.385190284,0.393740453,0.192565056,0.663110608,0.589800443
0.269399707,0.197026022,0.597091531,0.390303865,0.390782931,0.197026022,0.666171897,0.592017738
0.273060029,0.200743494,0.596780465,0.39413905,0.388540414,0.200743494,0.668820092,0.583148559
0.276720351,0.203717472,0.59779143,0.396990855,0.386427898,0.203717472,0.671053624,0.572062084
0.282576867,0.207434944,0.601601991,0.397679221,0.386167896,0.207434944,0.673364119,0.557280118
0.286969253,0.210408922,0.603157322,0.398957616,0.38402288,0.210408922,0.675209688,0.549889135
0.289897511,0.211152416,0.604168287,0.400236011,0.382202867,0.211152416,0.676298181,0.543237251
0.292825769,0.211895911,0.605490318,0.401612745,0.380382853,0.211895911,0.67663274,0.535846268
0.29795022,0.211895911,0.608289914,0.403186154,0.378042835,0.211895911,0.676196086,0.535107169
0.300146413,0.211895911,0.609689711,0.403677844,0.376385323,0.211895911,0.676302893,0.533628973
0.299414348,0.209665428,0.609923011,0.404366211,0.37606032,0.209665428,0.676485094,0.52623799
0.296486091,0.20669145,0.61085621,0.404562887,0.37596282,0.20669145,0.676744259,0.518847007
0.292093704,0.202973978,0.612178241,0.403481168,0.37739283,0.202973978,0.676629598,0.515151515
0.289165447,0.2,0.612333774,0.402989478,0.377262829,0.2,0.677149499,0.507760532
0.286237189,0.197769517,0.612333774,0.402792802,0.377425331,0.197769517,0.678379355,0.496674058
0.285505124,0.196282528,0.612722607,0.40289114,0.377652832,0.196282528,0.680319166,0.481152993
0.28477306,0.19330855,0.61287814,0.404857901,0.378042835,0.19330855,0.683502969,0.455284553
